Customer Name,Product Category,Sales Amount
Nisha Patel,Electronics,144440.74
Arjun Mishra,Clothing,6261.36
Deepa Patel,Clothing,726.0
Meera Reddy,Groceries,795.47
Nisha Joshi,Groceries,1343.96
Arjun Singh,Groceries,3428.74
Nisha Kapoor,Books,5458.98
Sanjay Mehta,Furniture,114775.93
Shreya Mishra,Beauty,3436.09
Ritu Reddy,Beauty,10406.29
Meera Pillai,Electronics,43719.56
Rohan Chatterjee,Clothing,5187.76
Kavya Das,Furniture,63448.11
Sunita Patel,Clothing,22148.24
Nisha Shah,Groceries,1132.82
Arjun Das,Sports,23681.14
Aarav Bhat,Sports,4195.59
Ananya Sharma,Clothing,4928.83
Meera Nair,Electronics,44955.59
Vikram Iyer,Clothing,3223.71
Arjun Rao,Electronics,797146.87
Deepa Verma,Books,591.1
Nisha Das,Electronics,147965.94
Pooja Singh,Beauty,3142.24
Ananya Shah,Beauty,3465.11
Nisha Bose,Groceries,75.53
Pooja Bose,Sports,3166.64
Ananya Iyer,Groceries,307.76
Ananya Pillai,Furniture,146912.47
Pooja Chatterjee,Sports,83964.06
Nikhil Sharma,Beauty,905.35
Ritu Singh,Electronics,327610.97
Rohan Bhat,Books,5037.13
Arjun Mehta,Books,3376.89
Pooja Patel,Clothing,8367.72
Aditya Nair,Sports,101284.81
Meera Verma,Electronics,151990.83
Aditya Das,Books,8924.63
Rahul Shah,Beauty,16986.77
Aarav Mehta,Furniture,24765.72
Priya Chatterjee,Books,962.09
Rahul Rao,Groceries,90.55
Deepa Singh,Beauty,13177.14
Priya Verma,Sports,32649.55
Aditya Joshi,Groceries,1863.59
Priya Bose,Groceries,2661.75
Ritu Sharma,Books,1115.18
Shreya Joshi,Books,6481.41
Meera Kapoor,Books,9699.87
Meera Kapoor,Electronics,1182709.24
Sanjay Reddy,Clothing,3968.93
Kavya Kapoor,Electronics,20122.42
Kavya Bose,Electronics,30407.42
Shreya Mishra,Sports,32140.85
Ritu Iyer,Beauty,3859.71
Aditya Patel,Electronics,144718.36
Ananya Bose,Groceries,496.1
Amit Nair,Electronics,270335.19
Vikram Rao,Groceries,1742.13
Rahul Bhat,Clothing,28857.83
Shreya Mehta,Books,5798.0
Meera Mishra,Books,1191.31
Arjun Pillai,Beauty,6532.57
Priya Pillai,Electronics,208355.63
Ananya Bose,Books,1006.23
Karan Mehta,Groceries,449.35
Vikram Patel,Furniture,20079.84
Aarav Pillai,Books,1558.67
Nikhil Reddy,Electronics,962865.37
Vikram Sharma,Books,3044.42
Kavya Singh,Furniture,47070.16
Karan Das,Beauty,293.48
Pooja Joshi,Beauty,3914.75
Amit Nair,Beauty,882.09
Pooja Iyer,Electronics,381614.84
Amit Sharma,Books,1015.42
Nisha Patel,Beauty,2091.67
Deepa Bose,Sports,36649.85
Aditya Kapoor,Groceries,717.47
Kavya Patel,Electronics,74194.61
Kavya Reddy,Sports,136693.89
Rahul Bhat,Sports,18615.04
Shreya Chatterjee,Beauty,4573.8
Arjun Kapoor,Beauty,984.4
Aditya Sharma,Sports,45600.79
Ananya Pillai,Furniture,55430.07
Meera Kapoor,Books,6041.34
Shreya Gupta,Sports,88163.95
Meera Pillai,Books,1705.11
Sanjay Rao,Clothing,16325.84
Pooja Pillai,Groceries,424.33
Aditya Mishra,Sports,2358.43
Nikhil Nair,Furniture,8446.52
Amit Verma,Books,191.35
Pooja Patel,Beauty,6847.04
Karan Shah,Furniture,46559.15
Rahul Das,Beauty,6101.49
Ananya Chatterjee,Groceries,1775.14
Pooja Bose,Beauty,3603.29
Rohan Bose,Beauty,8717.93
Vikram Shah,Furniture,221777.76
Kavya Kumar,Groceries,1532.4
Pooja Sharma,Sports,11451.49
Karan Bose,Clothing,9211.72
Priya Chatterjee,Groceries,6520.25
Priya Verma,Clothing,1034.06
Karan Pillai,Sports,54861.75
Aditya Kumar,Furniture,32400.33
Aarav Mehta,Furniture,24765.72
Nikhil Bose,Groceries,256.11
Pooja Shah,Clothing,857.74
Amit Das,Furniture,64376.44
Sunita Verma,Groceries,223.33
Ananya Mehta,Sports,5892.6
Ananya Mishra,Clothing,12448.65
Meera Kapoor,Furniture,45857.22
Karan Chatterjee,Clothing,1999.94
Deepa Mehta,Clothing,30905.25
Sunita Joshi,Groceries,580.22
Meera Singh,Books,3832.92
Sunita Pillai,Groceries,545.95
Priya Mehta,Furniture,22526.71
Amit Patel,Groceries,3133.82
Rohan Kapoor,Furniture,131109.37
Ritu Patel,Groceries,4774.27
Aarav Mehta,Beauty,875.73
Arjun Iyer,Clothing,7027.87
Pooja Pillai,Groceries,1107.62
Ritu Das,Books,3187.62
Rohan Singh,Groceries,704.3
Sunita Pillai,Groceries,1470.9
Kavya Iyer,Clothing,16184.75
Sanjay Bose,Sports,19386.16
Pooja Rao,Electronics,51500.8
Shreya Reddy,Electronics,275656.14
Rohan Mehta,Clothing,25749.39
Nikhil Sharma,Beauty,573.91
Deepa Kapoor,Furniture,10146.47
Aditya Nair,Groceries,2419.7
Amit Sharma,Electronics,610027.66
Sanjay Gupta,Clothing,5282.35
Sunita Pillai,Electronics,478142.34
Sanjay Pillai,Electronics,239407.24
Ananya Shah,Groceries,4473.38
Arjun Mehta,Electronics,452014.92
Rohan Nair,Books,3325.2
Sunita Nair,Groceries,3525.53
Aditya Kapoor,Clothing,4097.13
Ritu Mehta,Beauty,24043.07
Nisha Joshi,Groceries,2407.56
Pooja Mehta,Sports,72296.8
Rahul Chatterjee,Electronics,35721.05
Nisha Reddy,Sports,15068.8
Aditya Shah,Beauty,1086.7
Rohan Joshi,Furniture,94421.01
Ananya Rao,Beauty,2656.59
Kavya Sharma,Groceries,2013.93
Ananya Chatterjee,Clothing,22605.25
Priya Pillai,Electronics,24819.03
Sunita Joshi,Books,4962.42
Karan Rao,Sports,22527.03
Karan Joshi,Electronics,19687.8
Aditya Gupta,Groceries,400.65
Rahul Kumar,Groceries,681.47
Ritu Mishra,Electronics,121013.9
Priya Nair,Electronics,393796.17
Pooja Sharma,Electronics,395580.05
Deepa Nair,Clothing,9104.38
Vikram Gupta,Electronics,368787.75
Shreya Bose,Electronics,95920.86
Arjun Reddy,Sports,14642.06
Karan Gupta,Furniture,34746.07
Vikram Mehta,Books,3326.77
Sunita Chatterjee,Furniture,159573.04
Pooja Joshi,Groceries,404.31
Kavya Singh,Furniture,19813.12
Sunita Bose,Beauty,6609.67
Arjun Kapoor,Clothing,5625.2
Aditya Pillai,Groceries,2025.46
Meera Kumar,Beauty,8581.43
Meera Iyer,Sports,11894.53
Aditya Shah,Books,3823.42
Nikhil Bose,Beauty,3163.89
Amit Kumar,Clothing,8454.01
Rahul Chatterjee,Furniture,65194.48
Priya Verma,Groceries,3968.83
Vikram Rao,Books,417.99
Priya Pillai,Groceries,1329.87
Deepa Shah,Beauty,3386.22
Kavya Rao,Beauty,894.07
Rohan Chatterjee,Electronics,506257.71
Meera Chatterjee,Groceries,203.4
Ananya Patel,Books,5115.87
Rahul Chatterjee,Electronics,279788.19
Aditya Singh,Sports,88906.61
Aditya Kapoor,Electronics,50066.36
Karan Pillai,Electronics,42279.37
Nikhil Nair,Clothing,17702.51
Karan Mehta,Electronics,381040.75
Deepa Reddy,Beauty,10534.51
Deepa Joshi,Books,1865.14
Nikhil Reddy,Clothing,39791.15
Ritu Kapoor,Books,1266.17
Priya Mehta,Furniture,67218.58
Priya Gupta,Clothing,5409.13
Aarav Sharma,Beauty,1004.6
Rohan Bose,Beauty,6143.09
Amit Iyer,Sports,2183.04
Aditya Verma,Sports,24768.64
Meera Kapoor,Clothing,370.05
Nikhil Verma,Books,4062.73
Kavya Mehta,Electronics,257970.06
Aditya Joshi,Sports,24565.05
Rohan Verma,Groceries,4049.28
Vikram Kapoor,Sports,37840.55
Sanjay Bose,Books,6061.68
Amit Rao,Furniture,70592.55
Aarav Gupta,Groceries,293.72
Aarav Rao,Beauty,1240.0
Sanjay Iyer,Beauty,1350.29
Aarav Kumar,Sports,88216.48
Aarav Pillai,Clothing,15849.85
Vikram Joshi,Groceries,955.97
Sanjay Mishra,Sports,47232.4
Nikhil Shah,Groceries,701.1
Shreya Kapoor,Groceries,839.42
Pooja Reddy,Sports,30461.87
Pooja Gupta,Furniture,146348.3
Sanjay Kumar,Sports,1983.4
Aditya Patel,Clothing,12912.46
Deepa Kumar,Beauty,3062.97
Nikhil Iyer,Groceries,210.74
Meera Verma,Books,6420.7
Aarav Sharma,Clothing,29155.08
Deepa Pillai,Furniture,96311.3
Nikhil Das,Groceries,1012.38
Karan Nair,Sports,3162.9
Priya Reddy,Furniture,17403.33
Rahul Gupta,Sports,50624.06
Priya Nair,Beauty,7279.6
Kavya Iyer,Beauty,14393.92
Deepa Singh,Clothing,21782.06
Meera Das,Beauty,2958.07
Aarav Verma,Beauty,7148.92
Sanjay Kapoor,Books,14021.08
Nisha Sharma,Clothing,17747.79
Ritu Gupta,Books,3212.12
Sunita Shah,Books,1827.02
Amit Reddy,Groceries,1528.79
Kavya Sharma,Beauty,5468.92
Sanjay Bose,Furniture,174471.77
Arjun Sharma,Furniture,72465.97
Ritu Kapoor,Clothing,2586345.13
Amit Verma,Sports,45280.94
Ananya Reddy,Sports,8752.76
Amit Pillai,Groceries,2770.83
Pooja Verma,Furniture,383279.0
Rohan Sharma,Clothing,6571.19
Priya Patel,Furniture,15752.78
Rahul Chatterjee,Furniture,66216.67
Amit Shah,Furniture,119048.66
Deepa Bose,Groceries,2102.56
Shreya Chatterjee,Furniture,48391.98
Priya Joshi,Furniture,32182.82
Ananya Iyer,Beauty,6635.38
Amit Reddy,Groceries,278.33
Kavya Bose,Sports,57170.08
Kavya Reddy,Furniture,404913.22
Arjun Singh,Electronics,184331.59
Sunita Joshi,Books,1165.98
Ritu Shah,Books,1782.03
Arjun Gupta,Groceries,1001.02
Ananya Sharma,Sports,105870.48
Shreya Nair,Electronics,209644.29
Rahul Iyer,Clothing,5477.43
Meera Bhat,Electronics,175411.87
Rahul Chatterjee,Groceries,1567.64
Priya Shah,Electronics,167128.86
Meera Mishra,Groceries,3440.59
Amit Kapoor,Electronics,99121.04
,,
Nikhil Reddy,Beauty,3575.81
Deepa Verma,Beauty,699.53
Meera Kumar,Clothing,7638.08
Ananya Sharma,Beauty,236.95
Rahul Mehta,Books,6671.85
Sunita Nair,Furniture,71332.69
Priya Joshi,Beauty,6462.23
Nisha Reddy,Sports,161945.63
Karan Gupta,Sports,43451.18
Sunita Kapoor,Books,2086.49
Meera Bose,Electronics,54212.43
Nikhil Singh,Beauty,3615.35
Aarav Das,Sports,14813.92
Pooja Verma,Clothing,12682.78
Rohan Kumar,Clothing,5942.91
Meera Pillai,Clothing,2231.21
Sanjay Bose,Clothing,4634.74
Rahul Joshi,Electronics,349237.43
Meera Singh,Sports,14627.15
Priya Singh,Clothing,2993.13
Arjun Iyer,Electronics,125839.81
Kavya Nair,Beauty,1465.34
Arjun Shah,Electronics,29525.13
Deepa Verma,Groceries,2686.06
Ananya Mishra,Electronics,103938.59
Nikhil Kumar,Clothing,1735.97
Aditya Mehta,Clothing,5129.49
Ritu Nair,Furniture,77607.19
Rohan Kapoor,Furniture,131775.14
Meera Iyer,Electronics,92706.13
Ananya Sharma,Books,1938.35
Karan Patel,Groceries,4470.56
Nikhil Iyer,Sports,10255.26
Amit Reddy,Sports,25243.43
Shreya Das,Electronics,154831.0
Amit Mishra,Books,281.46
Nikhil Patel,Beauty,7446.29
Meera Das,Beauty,28144.0
Arjun Gupta,Groceries,850.9
Vikram Shah,Electronics,193777.03
Meera Kumar,Books,8375.59
Deepa Iyer,Beauty,3057.53
Sunita Iyer,Furniture,52701.51
Meera Patel,Electronics,93726.28
Sunita Kumar,Sports,2303.4
Meera Bose,Groceries,1187.16
Ritu Gupta,Groceries,384.54
Ananya Kumar,Clothing,10096.41
Meera Verma,Beauty,2004.25
Amit Shah,Electronics,246850.13
Amit Sharma,Clothing,4849.25
Amit Joshi,Beauty,4710.2
Shreya Chatterjee,Books,2778.42
Vikram Patel,Books,1929.76
Sunita Singh,Books,1674.24
Rahul Verma,Sports,1455.2
Arjun Bhat,Electronics,346370.5
Karan Reddy,Books,8954.36
Vikram Bhat,Groceries,1195.23
Sunita Mishra,Books,2043.42
Amit Bose,Sports,46514.29
Sunita Das,Furniture,62179.84
Shreya Gupta,Electronics,168287.61
Aditya Pillai,Beauty,9008.47
Sanjay Nair,Sports,30609.29
Rohan Singh,Furniture,89542.82
Deepa Bhat,Electronics,69743.96
Arjun Mishra,Groceries,1123.61
Aditya Joshi,Beauty,9986.14
Vikram Das,Books,6670.17
Arjun Das,Groceries,289.36
Rohan Shah,Sports,1489.34
Meera Mishra,Books,7811.5
Rohan Mishra,Books,19579.44
Meera Reddy,Furniture,227656.87
Deepa Chatterjee,Sports,61790.38
Vikram Mishra,Electronics,400722.8
Pooja Mehta,Books,2076.05
Kavya Iyer,Books,4844.51
Meera Bose,Groceries,544.49
Sunita Bhat,Sports,16119.22
Sunita Kapoor,Beauty,8079.65
Arjun Gupta,Furniture,32603.05
Rohan Joshi,Beauty,5974.92
Nikhil Singh,Furniture,73826.31
Rohan Patel,Furniture,9008.82
Rohan Pillai,Sports,65977.61
Aditya Sharma,Sports,73900.27
Nikhil Nair,Beauty,753.9
Pooja Sharma,Clothing,20951.58
Shreya Pillai,Beauty,1650.79
Sunita Chatterjee,Electronics,267791.02
Ritu Verma,Groceries,832.73
Ananya Rao,Beauty,9797.68
Ananya Patel,Groceries,2920.99
Ananya Bhat,Groceries,545.76
Arjun Sharma,Sports,50068.82
Nikhil Verma,Clothing,18041.55
Arjun Bhat,Clothing,10211.19
Rahul Gupta,Groceries,1466.75
Shreya Shah,Books,1146.19
Ananya Bose,Clothing,26206.04
Priya Das,Furniture,143129.65
Aarav Nair,Clothing,17631.01
Amit Sharma,Clothing,18053.22
Vikram Chatterjee,Groceries,273.05
Priya Chatterjee,Electronics,177362.61
Arjun Sharma,Clothing,8239.18
Ananya Iyer,Groceries,1181.33
Priya Rao,Groceries,1535.18
Arjun Singh,Sports,5675.34
Sunita Mehta,Furniture,98718.08
Karan Chatterjee,Furniture,28677.01
Kavya Pillai,Furniture,2627.42
Rohan Gupta,Furniture,75992.62
Deepa Shah,Beauty,11982.36
Arjun Nair,Groceries,553.96
Kavya Nair,Groceries,2982.6
Karan Verma,Sports,15428.64
Shreya Iyer,Books,537.73
Meera Bose,Electronics,271258.64
Priya Reddy,Sports,37689.7
Aarav Das,Furniture,251539.23
Rahul Singh,Sports,22742.31
Aditya Gupta,Sports,30972.88
Priya Kumar,Clothing,8490.21
Vikram Mehta,Sports,79036.67
Nikhil Singh,Furniture,157614.58
Deepa Nair,Groceries,1512.76
Rohan Mishra,Groceries,413.43
Pooja Bhat,Furniture,142471.68
Kavya Nair,Groceries,664.78
Deepa Iyer,Books,10208.81
Pooja Pillai,Electronics,264067.45
Nikhil Singh,Furniture,14733.39
Meera Bhat,Clothing,23314.01
Nisha Bhat,Beauty,3576.96
Amit Bhat,Clothing,4285.91
Sanjay Kapoor,Sports,3847.49
Ananya Mishra,Books,15181.53
Aditya Iyer,Books,7944.27
Ananya Mehta,Books,1662.51
Rohan Rao,Sports,67222.6
Sunita Sharma,Books,1058.82
Aditya Singh,Groceries,3446.63
Aditya Singh,Groceries,507.85
Priya Nair,Electronics,364937.13
Karan Kumar,Furniture,60313.96
Arjun Shah,Clothing,11607.03
Aditya Sharma,Groceries,1376.18
Karan Nair,Furniture,34539.97
Pooja Sharma,Furniture,24177.47
Arjun Joshi,Clothing,897.13
Priya Verma,Sports,3458.05
Deepa Singh,Furniture,169261.45
Nisha Mehta,Clothing,3583.35
Rahul Kumar,Groceries,195.27
Ananya Joshi,Books,3329.19
Rahul Patel,Electronics,364875.53
Shreya Iyer,Groceries,2476.75
Amit Sharma,Beauty,2475.08
Deepa Verma,Beauty,8655.36
Pooja Iyer,Furniture,74390.92
Sanjay Kumar,Groceries,2827.1
Ritu Kumar,Beauty,6525.42
Ananya Chatterjee,Clothing,3507.68
Arjun Singh,Books,6763.93
Arjun Iyer,Electronics,95732.21
Shreya Bose,Groceries,1791.03
Kavya Kapoor,Sports,131369.75
Amit Bose,Sports,162740.76
Karan Mehta,Furniture,39342.72
Shreya Reddy,Furniture,93128.19
Nisha Bose,Groceries,75.53
Sanjay Sharma,Electronics,40557.08
Karan Bose,Groceries,216.47
Karan Reddy,Sports,44980.54
Pooja Nair,Electronics,357689.69
Nisha Verma,Books,10966.62
Sanjay Bhat,Electronics,51030.14
Aditya Kapoor,Clothing,9260.74
Meera Sharma,Clothing,23690.17
Nikhil Pillai,Beauty,2196.85
Sunita Chatterjee,Electronics,361315.62
Aarav Nair,Sports,86430.39
Ananya Iyer,Sports,5709.63
Deepa Patel,Beauty,4825.68
Nisha Pillai,Beauty,5813.31
Meera Sharma,Books,6379.06
Aditya Mehta,Beauty,22532.03
Nikhil Kumar,Beauty,780.12
Aarav Kumar,Electronics,198910.86
Deepa Gupta,Beauty,476.99
Deepa Chatterjee,Clothing,9181.91
Deepa Kapoor,Clothing,2033.35
Nikhil Singh,Clothing,17823.41
Shreya Pillai,Furniture,367560.6
Kavya Patel,Furniture,115257.52
Ananya Pillai,Groceries,4593.7
Aditya Pillai,Electronics,364698.74
Sanjay Mehta,Beauty,3355.53
Karan Sharma,Furniture,62722.39
Ananya Shah,Groceries,1329.9
Deepa Patel,Beauty,15222.32
Vikram Joshi,Clothing,4785.04
Deepa Shah,Beauty,14345.76
Kavya Singh,Groceries,1063.93
Deepa Bhat,Clothing,2013.48
Rahul Joshi,Sports,879.77
Nisha Chatterjee,Books,4931.75
Amit Pillai,Clothing,468.08
Deepa Nair,Groceries,2000.38
Rohan Reddy,Sports,14650.55
Priya Gupta,Groceries,487.22
Sanjay Mishra,Groceries,1947.86
Aarav Rao,Beauty,5917.92
Nisha Das,Electronics,431521.81
Pooja Gupta,Sports,13700.29
Arjun Shah,Furniture,175221.15
Vikram Rao,Beauty,2975.27
Priya Reddy,Groceries,1585.06
Pooja Reddy,Books,2667.9
Deepa Rao,Clothing,11066.01
Pooja Joshi,Furniture,17674.13
Sunita Reddy,Beauty,8390.58
Karan Sharma,Sports,3023.0
Nisha Gupta,Furniture,110728.91
Vikram Joshi,Beauty,10336.77
Nisha Bhat,Books,1691.13
Pooja Nair,Groceries,257.56
Pooja Verma,Electronics,65587.56
Rohan Iyer,Sports,82679.97
Amit Pillai,Groceries,2770.83
Sanjay Verma,Groceries,751.49
Vikram Chatterjee,Furniture,120954.22
Nikhil Joshi,Sports,3611.47
Kavya Nair,Electronics,53395.11
Deepa Nair,Clothing,2883.96
Arjun Kumar,Books,4823.62
Priya Bhat,Groceries,738.23
Aarav Bose,Electronics,68226.26
Arjun Bhat,Electronics,41545.59
Sunita Das,Clothing,2143.91
Vikram Bose,Furniture,28243.5
Rohan Reddy,Beauty,2325.22
Kavya Shah,Electronics,11399.21
Rahul Kumar,Beauty,1352.85
Vikram Reddy,Beauty,2605.92
Sanjay Gupta,Electronics,188221.16
Priya Pillai,Sports,30080.08
Aarav Verma,Beauty,11905.56
Amit Singh,Groceries,592.96
,,
Kavya Singh,Groceries,4089.53
Priya Pillai,Sports,28294.84
Ananya Bhat,Electronics,290848.39
Karan Pillai,Books,4147.54
Vikram Singh,Sports,17258.31
Sanjay Kumar,Beauty,1595.55
Rohan Kapoor,Beauty,9862.27
Deepa Singh,Sports,155449.27
Karan Kapoor,Groceries,2191.03
Pooja Bhat,Sports,37464.05
Shreya Kumar,Furniture,58084.97
Priya Chatterjee,Books,5257.68
Shreya Patel,Books,3063.76
Rahul Sharma,Clothing,6198.3
Vikram Sharma,Furniture,170405.41
Kavya Kumar,Beauty,972.44
Vikram Nair,Clothing,10581.42
Shreya Shah,Sports,5891.51
,,
Aarav Chatterjee,Books,4198.23
Priya Iyer,Groceries,1769.61
Sanjay Pillai,Sports,55053.72
Sanjay Chatterjee,Groceries,1973.84
Pooja Verma,Clothing,2470.18
Arjun Bhat,Clothing,1565.52
Vikram Pillai,Books,6681.19
Nikhil Nair,Sports,13997.17
Meera Pillai,Electronics,1071676.26
Meera Bose,Clothing,5784.15
Priya Gupta,Beauty,9801.87
Sunita Joshi,Clothing,20021.18
Nisha Bhat,Clothing,3776.28
Vikram Kapoor,Sports,55450.77
Shreya Joshi,Electronics,301146.22
Kavya Verma,Groceries,1105.54
Ritu Chatterjee,Books,6858.54
Meera Nair,Furniture,188753.55
Aditya Pillai,Clothing,21056.46
Arjun Sharma,Furniture,33795.38
Pooja Joshi,Groceries,491.8
Aditya Kumar,Sports,42761.49
Nisha Chatterjee,Electronics,106939.95
Kavya Reddy,Electronics,238585.21
Shreya Bose,Beauty,13028.24
Ritu Shah,Groceries,1616.03
Sanjay Iyer,Beauty,967.63
Pooja Kapoor,Clothing,25017.3
Aditya Reddy,Beauty,9344.71
Rahul Pillai,Furniture,211505.45
Sanjay Nair,Beauty,4272.12
Kavya Shah,Books,3355.24
Sunita Singh,Furniture,132224.5
Ritu Patel,Beauty,4968.59
Sanjay Kumar,Groceries,5524.99
Pooja Gupta,Beauty,617.26
Karan Rao,Electronics,189220.35
Shreya Sharma,Groceries,388.61
Vikram Sharma,Groceries,275.92
Ananya Verma,Sports,53730.92
Meera Bose,Electronics,483891.6
Nikhil Das,Groceries,1012.38
Pooja Das,Clothing,1839.05
Meera Das,Groceries,1152.72
Shreya Sharma,Beauty,3102.68
Karan Sharma,Sports,26872.75
Kavya Nair,Beauty,1982.36
Rahul Chatterjee,Furniture,131999.09
Kavya Iyer,Electronics,192877.7
Aarav Bhat,Groceries,1192.31
Nisha Singh,Sports,7889.98
Meera Shah,Electronics,834952.68
Shreya Shah,Sports,3859.57
Shreya Sharma,Furniture,255026.97
Aditya Shah,Sports,10018.4
Karan Rao,Furniture,125959.07
Sunita Verma,Clothing,21015.96
Pooja Patel,Electronics,20431.16
Sunita Pillai,Clothing,28371.45
Rahul Das,Books,988.84
Ananya Verma,Sports,40536.35
Karan Bhat,Clothing,3040.97
Shreya Patel,Beauty,3007.27
Meera Mehta,Electronics,320072.27
Ananya Gupta,Electronics,118547.82
Vikram Pillai,Groceries,1864.61
Nisha Gupta,Sports,14997.8
Pooja Gupta,Beauty,8020.15
Nisha Sharma,Furniture,21828.0
Deepa Verma,Clothing,1703.95
Ritu Pillai,Sports,34438.41
Priya Reddy,Electronics,214950.87
Kavya Mishra,Groceries,516.4
Sanjay Chatterjee,Furniture,5945.61
Sanjay Mehta,Electronics,252177.93
Sunita Nair,Books,8089.96
Amit Chatterjee,Books,1035.4
Rahul Gupta,Sports,7684.63
Deepa Mehta,Electronics,47511.85
Aditya Kumar,Beauty,5478.55
Amit Bose,Groceries,2296.34
Sanjay Rao,Furniture,87292.37
Pooja Patel,Books,2819.84
Kavya Nair,Clothing,1980.21
Nisha Mishra,Furniture,157408.35
Vikram Mehta,Sports,4179.58
Ananya Rao,Sports,34214.43
Rohan Bhat,Beauty,6558.87
Priya Pillai,Furniture,50975.7
Rahul Bose,Beauty,8398.0
Vikram Nair,Electronics,42121.15
Shreya Chatterjee,Electronics,410825.53
Karan Kumar,Beauty,1259.18
Karan Gupta,Electronics,209289.38
Rahul Mishra,Electronics,22753.66
Ananya Gupta,Groceries,688.57
Nisha Verma,Groceries,459.04
Shreya Kapoor,Groceries,470.15
Ananya Pillai,Electronics,361494.08
Deepa Bose,Furniture,276349.79
Sanjay Pillai,Furniture,41352.35
Nisha Singh,Books,2026.66
Arjun Rao,Groceries,1760.95
Kavya Chatterjee,Furniture,50453.16
Rohan Nair,Groceries,845.95
Arjun Nair,Groceries,990.4
Karan Iyer,Groceries,815.23
Rohan Bhat,Sports,84179.79
Vikram Shah,Electronics,85653.85
Nikhil Kapoor,Books,3571.01
Aarav Joshi,Books,699.82
Shreya Pillai,Groceries,1594.09
Shreya Mishra,Electronics,50072.11
Sanjay Kumar,Clothing,5307.05
Shreya Chatterjee,Groceries,1854.03
Meera Verma,Beauty,14282.97
Kavya Joshi,Furniture,268467.06
Rahul Gupta,Electronics,74700.63
Sanjay Mishra,Books,2492.19
Ritu Pillai,Electronics,138104.33
Kavya Mishra,Groceries,646.28
Shreya Mishra,Beauty,4112.89
Sunita Gupta,Clothing,6639.76
Sunita Mishra,Books,2194.66
Vikram Mehta,Sports,1039.58
Aarav Kumar,Furniture,172473.24
Ananya Pillai,Furniture,113748.97
Shreya Singh,Electronics,22019.44
Nikhil Bose,Clothing,12054.36
Rahul Mishra,Books,357.47
Karan Iyer,Groceries,144.81
Arjun Bose,Beauty,15087.35
Karan Singh,Furniture,78919.02
Aarav Bose,Clothing,748.84
Aditya Mehta,Beauty,30023.01
Aarav Mishra,Books,2078.34
Ritu Iyer,Electronics,124328.85
Priya Mishra,Books,536.5
Karan Mishra,Groceries,74.65
Shreya Gupta,Beauty,259.14
Ritu Nair,Beauty,5465.25
Amit Patel,Clothing,2065.81
Sanjay Gupta,Books,2973.34
Priya Verma,Electronics,122902.72
Sunita Patel,Sports,34498.58
Rohan Rao,Books,4095.91
Deepa Pillai,Beauty,3520.77
Kavya Mishra,Groceries,951.07
Rahul Rao,Furniture,31724.99
Arjun Nair,Furniture,138425.43
Rohan Mehta,Electronics,9956.83
Aarav Kumar,Groceries,529.3
,,
Sunita Mishra,Electronics,746567.96
Kavya Iyer,Groceries,2502.84
Priya Joshi,Furniture,426011.42
Sunita Patel,Clothing,4498.23
Kavya Joshi,Groceries,1961.61
Nikhil Mishra,Books,794.6
Ananya Mishra,Beauty,3027.97
Nisha Rao,Clothing,3899.94
Karan Sharma,Electronics,220448.39
Nikhil Sharma,Furniture,136831.28
Nisha Nair,Books,4940.07
Ananya Bhat,Groceries,463.59
Nisha Kapoor,Furniture,49236.11
Vikram Sharma,Books,10528.1
Arjun Joshi,Clothing,17045.1
Pooja Bose,Furniture,172582.04
Vikram Chatterjee,Sports,9628.89
Karan Sharma,Clothing,2660.56
Arjun Iyer,Books,1538.75
Nikhil Das,Electronics,105441.04
Deepa Joshi,Furniture,39642.97
Rohan Reddy,Clothing,4321.42
Vikram Nair,Clothing,6573.5
Vikram Das,Clothing,5817.06
Aarav Shah,Furniture,16395.88
Meera Chatterjee,Electronics,75324.35
Sanjay Gupta,Clothing,10189.48
Aarav Joshi,Books,1452.74
Karan Patel,Furniture,69661.01
Arjun Sharma,Groceries,5570.95
Amit Sharma,Furniture,68168.41
Amit Pillai,Groceries,1981.36
Nisha Joshi,Groceries,507.06
Arjun Singh,Furniture,111598.98
Shreya Sharma,Electronics,220158.56
Ananya Bose,Clothing,8958.7
Meera Pillai,Groceries,494.91
Aarav Sharma,Groceries,1283.42
Sanjay Reddy,Sports,60370.7
Nikhil Iyer,Clothing,5298.79
Arjun Mishra,Furniture,282283.64
Aditya Verma,Sports,3582.58
Sanjay Bhat,Clothing,22941.18
Rahul Bhat,Furniture,11226.94
Ritu Bhat,Groceries,1270.29
Kavya Das,Books,1625.5
Aditya Verma,Books,1668.69
Aarav Joshi,Electronics,93594.28
Amit Sharma,Books,1128.26
Sanjay Mehta,Electronics,58489.45
Nisha Das,Electronics,181476.52
Rohan Mehta,Sports,6933.26
Kavya Joshi,Sports,16292.28
Kavya Reddy,Electronics,239614.28
Karan Kapoor,Beauty,8031.28
Pooja Verma,Books,1626.67
Sanjay Singh,Beauty,5927.64
Karan Kapoor,Clothing,4781.35
Kavya Das,Sports,148811.09
Aarav Iyer,Beauty,2491.32
Aditya Shah,Groceries,414.31
Rohan Mehta,Sports,69394.08
Nikhil Mishra,Electronics,991905.81
Arjun Verma,Groceries,583.26
Rohan Verma,Beauty,5200.08
Vikram Bose,Beauty,4372.2
Meera Bhat,Sports,56376.87
Aditya Shah,Groceries,1066.73
Deepa Reddy,Sports,4474.84
